20
5
5
7
6000
422	548
465	556
473	568
476	663
488	715
494	918
505	993
649.9	297.3	101	5.0	636	1340	70000.0	7.0	111	2.0	340	2420	40000.0	4.0	107	3.0	352	1340	50000.0	5.0	114	3.0	644	1840	30000.0	3.0	117	4.0	324	1140	20000.0	2.0
202.3	70.6	50	19	6.0	336	66.0	17	6.0	300	72.0	49	7.0	620	70.0	0	6.0	298	54.0	51	10.0	716	120.0
499.7	420.3	50	0	6.0	300	54.0	21	6.0	296	72.0	8	10.0	308	90.0	0	7.0	564	56.0	0	6.0	624	66.0
968.9	816.3	50	52	10.0	288	80.0	19	7.0	712	70.0	42	6.0	644	72.0	6	8.0	376	88.0	15	8.0	608	96.0
847.7	150.2	50	46	7.0	332	56.0	0	8.0	740	80.0	22	7.0	465	84.0	5	7.0	354	77.0	48	8.0	338	88.0
408.0	452.8	50	0	7.0	306	77.0	53	10.0	636	100.0	17	7.0	480	63.0	0	10.0	304	110.0	0	9.0	318	72.0
63.4	757.9	50	18	6.0	489	60.0	17	9.0	280	99.0	15	7.0	350	84.0	0	8.0	284	64.0	13	8.0	510	72.0
953.4	179.2	50	17	8.0	513	64.0	23	9.0	684	81.0	22	9.0	340	72.0	0	10.0	504	90.0	50	10.0	462	100.0
761.2	533.9	50	49	10.0	352	80.0	13	9.0	537	90.0	30	10.0	596	90.0	5	6.0	489	66.0	8	8.0	324	96.0
942.7	58.7	50	18	7.0	378	56.0	18	8.0	356	88.0	12	7.0	510	70.0	11	6.0	465	48.0	22	9.0	312	90.0
393.1	387.3	50	13	9.0	534	72.0	22	9.0	462	72.0	53	10.0	624	90.0	5	9.0	362	72.0	15	7.0	447	77.0
35.8	524.5	50	0	7.0	342	56.0	6	7.0	596	84.0	21	10.0	374	100.0	49	6.0	312	48.0	51	9.0	465	72.0
797.4	579.5	50	0	7.0	668	84.0	18	7.0	453	77.0	0	8.0	462	80.0	5	9.0	314	81.0	11	6.0	640	72.0
765.1	205.5	50	18	10.0	558	90.0	20	9.0	716	81.0	49	9.0	507	72.0	47	6.0	426	54.0	0	9.0	340	72.0
892.6	767.4	50	20	10.0	664	100.0	0	8.0	576	88.0	24	8.0	292	96.0	34	9.0	292	81.0	7	9.0	362	108.0
403.3	500.3	50	53	10.0	620	100.0	39	10.0	340	100.0	31	7.0	378	77.0	12	7.0	312	84.0	13	6.0	664	60.0
642.6	216.5	50	0	7.0	736	70.0	23	10.0	350	90.0	18	8.0	549	64.0	33	8.0	510	80.0	8	7.0	459	77.0
209.3	517.7	50	0	9.0	360	81.0	22	10.0	608	120.0	22	7.0	364	70.0	0	7.0	356	63.0	34	9.0	720	72.0
817.2	830.8	50	0	10.0	756	90.0	5	9.0	676	90.0	11	8.0	568	72.0	24	6.0	760	48.0	0	7.0	296	63.0
334.0	83.4	50	10	10.0	486	80.0	0	7.0	558	70.0	43	6.0	549	66.0	18	10.0	322	100.0	0	6.0	624	72.0
127.2	970.5	50	0	6.0	344	72.0	0	10.0	588	90.0	6	6.0	378	66.0	19	8.0	507	88.0	52	7.0	516	63.0
19	0	0	52	12	
0	11	0	41	0	
52	11	0	11	5	
46	0	46	51	10	
0	17	24	0	6	
18	13	0	0	0	
17	44	39	18	0	
49	9	0	19	6	
18	35	0	10	0	
13	23	38	0	22	
0	21	12	20	0	
0	38	0	37	14	
18	9	0	6	0	
20	7	0	24	0	
53	12	11	22	7	
0	37	0	17	7	
0	18	14	24	19	
0	0	18	35	0	
10	14	16	0	22	
0	17	31	45	16	
17	19	6	0	14	
21	45	47	0	13	
19	14	23	0	0	
0	0	54	18	35	
53	13	0	16	20	
17	14	10	20	0	
23	23	13	17	23	
13	45	10	6	17	
18	21	16	48	0	
22	52	0	0	41	
6	41	16	14	25	
18	0	10	31	0	
20	0	0	41	5	
0	51	0	0	19	
39	32	40	9	0	
23	33	13	0	38	
22	0	0	35	0	
5	0	7	0	0	
0	0	0	22	13	
0	24	15	19	0	
49	0	48	18	5	
8	17	0	20	21	
42	14	51	0	25	
22	0	0	43	0	
17	16	18	46	22	
15	22	0	0	46	
22	18	0	52	13	
30	18	9	0	0	
12	33	24	32	7	
53	49	25	0	36	
21	0	38	0	15	
0	51	18	6	0	
49	16	0	35	25	
24	5	0	16	0	
31	15	7	20	11	
18	30	6	38	35	
22	25	15	35	23	
11	23	0	0	18	
43	23	0	0	0	
6	30	50	32	0	
0	37	0	44	38	
0	0	5	52	5	
6	33	49	0	23	
5	15	0	14	5	
0	0	0	14	7	
0	0	13	35	19	
0	0	25	24	9	
5	0	0	33	40	
11	25	5	0	33	
5	19	11	17	50	
49	7	41	33	0	
5	16	0	24	21	
47	21	0	0	37	
34	32	0	48	51	
12	0	25	0	52	
33	23	20	32	34	
0	0	16	10	49	
24	15	30	50	42	
18	16	22	0	24	
19	21	19	35	15	
51	18	37	18	32	
0	48	20	0	5	
15	17	0	7	0	
48	0	0	12	46	
0	43	24	0	13	
13	37	0	38	33	
50	0	48	19	12	
8	0	8	0	18	
22	37	52	16	44	
15	21	55	20	49	
51	9	22	18	24	
11	5	16	0	22	
0	19	38	34	24	
7	51	16	36	51	
13	21	0	31	18	
8	47	0	48	14	
34	51	5	0	9	
0	0	0	17	0	
0	8	0	46	54	
52	49	36	42	5	
