40
10
3
11
6000
332	523
334	537
335	602
336	641
341	655
367	715
369	731
371	732
378	853
381	857
384	961
869.5	606.8	128	5.0	489	3000	50000.0	5.0	105	5.0	522	2080	70000.0	7.0	139	2.0	584	2080	40000.0	4.0
561.8	269.9	50	7	7.0	358	70.0	20	9.0	316	99.0	6	10.0	684	110.0
248.2	496.1	50	0	7.0	620	84.0	18	7.0	570	56.0	54	7.0	592	63.0
738.3	690.0	50	5	7.0	760	70.0	55	9.0	567	90.0	0	6.0	474	72.0
239.0	699.2	50	36	8.0	304	64.0	0	9.0	480	90.0	0	6.0	580	72.0
333.6	67.3	50	0	7.0	358	84.0	0	10.0	740	120.0	32	8.0	584	88.0
540.6	248.6	50	0	8.0	568	64.0	55	8.0	640	80.0	14	6.0	330	72.0
408.0	713.9	50	31	8.0	486	80.0	18	9.0	326	90.0	8	8.0	372	80.0
777.8	153.9	50	0	9.0	492	81.0	19	8.0	374	72.0	13	8.0	584	88.0
185.9	684.8	50	0	10.0	310	120.0	32	7.0	324	77.0	37	9.0	468	99.0
262.9	64.9	50	17	9.0	549	81.0	0	6.0	534	54.0	5	6.0	304	60.0
998.5	820.5	50	0	10.0	492	100.0	50	8.0	664	64.0	17	9.0	732	72.0
629.8	297.2	50	55	8.0	680	88.0	11	7.0	684	56.0	0	8.0	310	72.0
249.8	328.5	50	24	10.0	612	80.0	39	7.0	576	56.0	12	8.0	546	96.0
863.1	854.8	50	23	8.0	456	88.0	13	10.0	680	80.0	0	9.0	696	72.0
482.5	535.1	50	0	8.0	354	80.0	17	7.0	552	77.0	0	7.0	572	84.0
873.7	320.2	50	37	7.0	370	84.0	10	10.0	336	100.0	45	6.0	752	48.0
244.3	54.7	50	0	6.0	462	54.0	44	8.0	708	88.0	8	10.0	423	120.0
223.3	941.6	50	13	8.0	596	72.0	21	6.0	660	66.0	17	10.0	300	80.0
831.6	103.4	50	49	8.0	537	72.0	10	10.0	348	80.0	37	6.0	656	54.0
894.2	697.7	50	0	9.0	760	99.0	22	9.0	350	108.0	25	9.0	292	108.0
772.4	538.4	50	15	8.0	429	88.0	0	9.0	334	108.0	14	10.0	700	120.0
661.6	284.5	50	0	9.0	314	90.0	38	8.0	486	72.0	10	10.0	708	110.0
653.6	826.8	50	36	10.0	328	90.0	53	8.0	324	64.0	25	6.0	354	48.0
388.5	593.8	50	20	8.0	356	80.0	42	7.0	380	70.0	0	7.0	302	63.0
529.3	625.6	50	37	6.0	600	48.0	0	10.0	570	120.0	54	8.0	348	80.0
110.5	795.8	50	0	6.0	360	66.0	16	7.0	292	77.0	44	6.0	513	54.0
687.5	482.9	50	0	10.0	588	90.0	8	9.0	531	99.0	23	7.0	360	70.0
334.4	275.7	50	6	6.0	376	48.0	47	7.0	471	77.0	5	7.0	486	63.0
890.3	394.3	50	18	6.0	380	48.0	14	10.0	560	90.0	20	9.0	552	108.0
65.0	176.4	50	9	7.0	560	70.0	8	7.0	510	77.0	12	7.0	620	70.0
554.7	500.0	50	38	6.0	752	72.0	0	6.0	567	72.0	9	7.0	453	70.0
310.2	31.9	50	21	10.0	720	80.0	12	8.0	668	64.0	21	10.0	376	80.0
315.2	110.4	50	0	8.0	370	64.0	31	9.0	453	90.0	14	9.0	616	72.0
387.1	882.8	50	10	6.0	704	60.0	20	6.0	744	72.0	16	7.0	336	56.0
816.5	26.8	50	0	6.0	664	54.0	43	10.0	498	80.0	0	10.0	426	80.0
440.4	506.8	50	24	8.0	450	88.0	0	7.0	664	70.0	51	6.0	362	54.0
368.0	869.7	50	38	9.0	441	99.0	0	8.0	298	80.0	48	9.0	322	90.0
229.6	795.2	50	12	9.0	362	99.0	23	10.0	736	110.0	22	8.0	558	72.0
930.4	983.4	50	24	7.0	306	77.0	0	9.0	736	81.0	43	10.0	676	80.0
287.5	129.4	50	6	7.0	636	70.0	25	9.0	374	90.0	0	6.0	660	60.0
7	22	50	36	25	41	16	0	35	5	
0	0	50	44	18	19	0	0	50	11	
5	8	12	44	8	0	7	0	15	31	
36	0	0	32	55	0	24	22	5	22	
0	6	8	38	0	18	0	24	17	0	
0	0	25	0	8	14	10	0	0	51	
31	30	51	0	8	0	48	38	33	52	
0	47	6	0	13	9	35	0	16	41	
0	0	0	14	0	42	37	19	53	17	
17	6	18	0	0	20	5	8	12	13	
0	38	36	0	12	0	21	10	24	32	
55	48	15	7	52	0	0	0	40	33	
24	13	11	6	21	0	33	5	0	0	
23	54	37	13	49	22	0	15	25	7	
0	18	0	16	13	20	7	38	11	5	
37	11	15	7	18	0	41	0	23	12	
0	24	0	32	15	18	0	21	0	0	
13	14	0	19	17	39	0	25	0	34	
49	46	48	39	46	7	12	52	16	0	
0	31	0	49	22	22	0	16	49	20	
15	19	19	23	55	13	16	0	12	44	
0	10	49	16	52	34	43	0	40	0	
36	0	52	51	0	8	0	8	55	37	
20	24	7	23	41	46	0	21	41	0	
37	0	13	8	38	46	0	14	44	0	
0	10	20	6	24	20	12	12	33	51	
0	0	0	14	31	8	22	0	41	30	
6	49	37	0	0	24	16	6	0	0	
18	0	25	0	33	30	22	45	7	0	
9	0	25	23	55	0	21	32	0	0	
38	39	20	6	0	22	24	34	43	0	
21	0	9	0	5	48	16	14	30	37	
0	0	15	0	30	31	11	0	35	0	
10	49	19	34	0	40	0	38	0	0	
0	10	5	0	36	14	13	11	12	0	
24	6	55	24	12	15	44	12	38	12	
38	19	41	12	0	8	10	40	21	21	
12	14	0	25	9	9	12	5	0	0	
24	55	38	25	13	54	42	0	0	20	
6	0	32	25	37	21	10	19	36	24	
20	32	23	45	43	16	19	30	13	41	
18	0	0	14	44	16	7	0	34	17	
55	11	0	8	18	45	0	0	11	43	
0	51	14	0	8	25	34	17	47	0	
0	0	0	0	11	12	0	14	14	49	
55	35	24	19	9	18	5	51	12	21	
18	14	0	22	0	36	0	10	25	55	
19	0	36	0	42	21	21	32	0	30	
32	23	6	8	21	12	0	21	38	0	
0	15	34	40	16	49	18	25	32	0	
50	36	0	46	13	8	33	0	0	17	
11	0	53	17	0	55	0	5	45	0	
39	0	5	6	15	20	18	40	15	0	
13	0	0	15	0	0	20	43	18	22	
17	14	0	0	23	0	11	25	5	17	
10	20	20	0	6	6	34	43	32	21	
44	25	10	40	32	0	19	31	13	25	
21	16	13	0	35	15	18	51	21	52	
10	25	7	0	11	19	45	11	45	43	
22	17	0	0	0	52	19	46	0	16	
0	25	53	23	47	18	24	0	39	50	
38	34	17	37	0	43	51	48	18	0	
53	16	47	0	5	20	24	18	47	0	
42	41	37	6	40	11	20	12	47	0	
0	0	0	24	43	34	17	0	0	0	
16	20	5	6	6	21	36	0	43	39	
8	13	41	24	24	0	24	15	16	0	
47	15	0	21	9	11	50	0	20	9	
14	0	20	0	49	7	16	52	13	0	
8	25	31	0	15	10	10	0	13	20	
0	5	51	18	11	52	19	30	52	18	
12	14	43	36	43	11	13	8	0	0	
31	21	18	17	0	15	0	14	0	8	
20	43	24	22	8	11	16	34	0	16	
43	0	42	18	20	15	7	6	0	41	
0	11	8	12	7	19	45	22	0	16	
0	14	0	0	13	16	10	0	0	20	
23	15	0	7	40	39	52	7	19	0	
0	11	30	13	33	0	32	7	0	23	
25	14	18	44	0	0	49	0	22	6	
6	12	44	13	5	34	20	50	17	18	
54	31	15	0	5	23	7	33	30	12	
0	0	37	0	48	12	53	54	18	31	
0	21	18	6	5	20	24	22	7	0	
32	0	12	0	0	46	25	46	16	20	
14	0	40	55	7	39	8	19	51	18	
8	17	35	45	6	55	14	14	13	34	
13	23	39	46	7	52	0	25	23	16	
37	11	25	0	34	0	6	0	53	0	
5	0	0	25	48	53	6	0	16	13	
17	10	18	0	8	5	37	21	14	52	
0	5	41	38	53	25	17	0	10	34	
12	47	20	14	31	0	22	0	0	0	
0	5	0	20	0	40	43	0	31	16	
0	24	18	0	22	16	8	0	0	0	
45	52	0	10	49	14	51	49	0	19	
8	0	32	0	19	7	33	10	0	0	
17	12	0	52	23	48	17	18	8	0	
37	38	8	0	37	15	10	50	47	11	
25	0	22	15	0	48	0	15	24	20	
14	12	15	25	11	0	0	5	14	24	
10	15	17	0	24	15	20	44	12	22	
25	7	35	32	21	53	0	31	9	50	
0	33	19	24	6	24	0	54	0	49	
54	54	38	11	37	25	16	20	18	15	
44	0	0	6	0	0	33	18	39	18	
23	10	11	41	41	0	12	0	0	9	
5	12	15	43	38	0	39	53	19	5	
20	0	40	13	7	11	0	34	0	0	
12	16	12	22	52	0	53	0	30	24	
9	8	6	46	20	7	0	32	0	13	
21	18	0	32	0	0	21	12	37	10	
14	21	8	19	16	25	6	0	23	43	
16	25	0	21	38	0	15	5	0	0	
0	37	47	0	24	6	0	14	12	11	
51	0	0	50	41	16	18	0	21	0	
48	8	5	0	34	32	0	0	31	25	
22	0	0	0	36	0	13	0	0	15	
43	24	12	11	51	47	0	19	10	5	
0	6	21	36	25	35	50	12	0	11	
