30
5
5
9
6000
477	516
493	552
502	604
539	676
539	784
547	851
555	884
555	917
576	982
385.8	385.0	119	1.0	280	1800	30000.0	3.0	102	4.0	656	2340	30000.0	3.0	146	5.0	534	2730	30000.0	3.0	145	1.0	332	3720	50000.0	5.0	135	5.0	370	2430	40000.0	4.0
476.4	169.1	50	0	6.0	692	54.0	23	9.0	288	72.0	0	8.0	664	72.0	36	8.0	298	64.0	5	7.0	324	63.0
914.2	971.9	50	6	9.0	624	108.0	19	8.0	462	88.0	0	9.0	564	72.0	22	10.0	312	110.0	43	7.0	474	63.0
929.7	167.9	50	0	6.0	636	66.0	0	7.0	584	70.0	18	8.0	684	72.0	0	9.0	326	90.0	41	10.0	696	80.0
219.0	637.4	50	10	9.0	453	81.0	54	6.0	704	72.0	39	9.0	372	90.0	45	9.0	336	99.0	0	8.0	342	96.0
343.2	651.8	50	7	8.0	366	80.0	0	6.0	708	60.0	48	8.0	525	80.0	12	10.0	498	100.0	25	8.0	282	64.0
725.1	515.0	50	11	7.0	326	56.0	0	7.0	432	84.0	6	8.0	477	72.0	6	7.0	477	56.0	0	6.0	453	54.0
601.1	120.9	50	37	6.0	700	60.0	0	6.0	322	60.0	35	8.0	474	96.0	48	10.0	316	100.0	21	8.0	492	80.0
150.8	348.2	50	0	9.0	456	90.0	13	8.0	760	64.0	34	10.0	366	90.0	10	10.0	336	110.0	8	9.0	676	108.0
164.0	83.7	50	18	8.0	668	80.0	16	8.0	486	64.0	0	7.0	628	84.0	0	8.0	326	80.0	0	9.0	306	108.0
960.4	426.2	50	41	6.0	380	66.0	0	7.0	640	56.0	18	6.0	692	66.0	11	8.0	348	96.0	0	7.0	374	56.0
264.0	10.4	50	9	9.0	340	108.0	0	7.0	576	56.0	19	8.0	592	64.0	10	8.0	728	88.0	20	9.0	624	108.0
469.9	245.5	50	6	9.0	320	108.0	0	9.0	378	72.0	44	7.0	370	56.0	51	6.0	312	72.0	44	8.0	684	80.0
440.3	416.4	50	6	10.0	306	120.0	51	8.0	748	80.0	10	6.0	380	66.0	0	6.0	286	72.0	16	8.0	322	96.0
542.4	708.8	50	43	7.0	441	84.0	7	7.0	568	70.0	18	9.0	501	99.0	0	6.0	304	72.0	8	7.0	752	77.0
761.1	88.7	50	9	10.0	306	110.0	41	9.0	378	108.0	5	9.0	537	72.0	16	7.0	584	63.0	25	10.0	561	100.0
892.4	752.3	50	50	6.0	507	54.0	40	6.0	435	66.0	0	10.0	572	110.0	0	10.0	564	120.0	0	7.0	756	84.0
525.1	628.5	50	16	9.0	584	72.0	51	7.0	456	77.0	43	6.0	708	60.0	23	9.0	708	90.0	13	10.0	286	120.0
254.9	197.5	50	0	8.0	592	80.0	0	10.0	312	80.0	8	7.0	510	63.0	18	7.0	680	77.0	7	9.0	304	99.0
554.3	789.8	50	22	6.0	752	60.0	0	8.0	652	80.0	0	10.0	348	100.0	13	8.0	531	72.0	52	8.0	600	64.0
22.9	861.1	50	48	6.0	366	66.0	10	8.0	756	72.0	0	8.0	310	88.0	8	8.0	492	72.0	30	10.0	616	110.0
878.5	814.2	50	0	9.0	420	99.0	14	6.0	432	66.0	12	6.0	696	72.0	11	8.0	429	64.0	0	7.0	322	84.0
739.0	473.8	50	0	7.0	744	63.0	0	8.0	342	64.0	0	10.0	696	120.0	41	6.0	546	72.0	47	8.0	572	72.0
678.2	493.7	50	0	6.0	444	60.0	0	10.0	300	80.0	45	6.0	290	72.0	37	9.0	519	99.0	6	8.0	552	64.0
596.4	220.2	50	0	6.0	592	66.0	42	8.0	462	72.0	14	9.0	486	72.0	16	9.0	660	108.0	0	8.0	322	88.0
976.3	553.1	50	0	7.0	620	70.0	24	6.0	534	66.0	10	6.0	640	54.0	0	8.0	688	96.0	55	7.0	453	84.0
377.3	256.2	50	21	8.0	688	88.0	0	7.0	543	77.0	13	9.0	604	72.0	31	6.0	372	66.0	19	8.0	330	80.0
371.2	255.8	50	0	10.0	540	80.0	15	9.0	570	72.0	48	10.0	588	80.0	9	10.0	608	80.0	0	7.0	324	63.0
978.7	265.4	50	48	10.0	640	100.0	22	7.0	284	56.0	53	7.0	306	63.0	12	6.0	380	72.0	38	7.0	744	70.0
608.8	907.6	50	0	10.0	567	100.0	9	10.0	435	90.0	0	10.0	308	120.0	0	8.0	378	64.0	42	9.0	486	99.0
359.0	963.8	50	30	6.0	364	48.0	23	6.0	510	66.0	31	6.0	552	60.0	38	9.0	652	81.0	16	9.0	740	99.0
0	0	45	34	12	
6	8	0	14	17	
0	25	0	19	11	
10	0	46	0	33	
7	0	20	10	19	
11	34	34	52	0	
37	34	19	21	43	
0	19	43	11	10	
18	5	14	21	23	
41	22	50	0	25	
9	23	0	0	0	
6	9	0	24	25	
6	0	46	7	16	
43	13	32	12	37	
9	13	13	17	7	
50	17	8	14	50	
16	15	0	9	18	
0	18	0	49	39	
22	14	20	35	22	
48	49	0	13	16	
0	42	0	0	22	
0	16	5	39	30	
0	20	0	0	0	
0	47	24	0	0	
0	8	14	14	38	
21	22	34	45	0	
0	30	0	11	13	
48	17	24	8	0	
0	0	8	0	0	
30	22	44	48	18	
23	6	0	16	0	
19	6	31	7	0	
0	34	54	0	0	
54	14	12	14	25	
0	0	12	0	19	
0	25	30	34	44	
0	16	42	0	0	
13	9	43	16	36	
16	37	0	39	21	
0	19	33	0	22	
0	43	33	39	0	
0	10	7	7	39	
51	38	21	17	23	
7	13	40	22	13	
41	38	16	17	42	
40	0	19	0	14	
51	48	10	23	0	
0	0	0	0	0	
0	5	0	45	34	
10	55	0	13	0	
14	0	0	0	36	
0	0	18	55	10	
0	15	20	36	43	
42	50	24	24	5	
24	0	16	51	14	
0	0	21	24	7	
15	0	20	6	6	
22	18	44	44	15	
9	21	0	0	12	
23	5	31	53	25	
0	0	9	21	0	
0	0	24	7	7	
18	24	10	15	44	
39	0	14	25	18	
48	0	7	35	24	
6	0	6	0	24	
35	23	7	19	50	
34	0	30	8	52	
0	0	55	9	0	
18	51	15	0	30	
19	0	22	6	22	
44	6	20	11	22	
10	12	22	25	39	
18	24	36	21	21	
5	21	33	13	0	
0	50	54	16	17	
43	12	0	0	40	
8	0	0	16	0	
0	35	0	14	45	
0	7	15	30	31	
12	5	6	35	34	
0	19	49	0	8	
45	9	5	8	5	
14	55	6	12	5	
10	10	19	0	0	
13	0	24	0	0	
48	0	22	44	36	
53	15	0	37	49	
0	0	53	21	8	
31	11	54	5	46	
36	20	0	22	7	
22	16	39	36	0	
0	0	7	45	22	
45	13	22	11	19	
12	22	17	12	0	
6	25	25	0	0	
48	52	0	38	0	
10	24	21	0	0	
0	53	0	53	13	
11	21	18	40	5	
10	0	18	38	21	
51	0	0	51	0	
0	12	11	24	0	
0	14	0	49	31	
16	12	0	0	16	
0	0	40	0	16	
23	23	53	9	47	
18	0	23	23	50	
13	9	0	42	0	
8	51	9	34	54	
11	54	46	9	11	
41	19	0	19	11	
37	0	42	0	0	
16	31	24	8	35	
0	0	25	40	18	
31	23	23	18	17	
9	0	54	8	23	
12	0	0	21	7	
0	19	0	22	9	
38	44	12	5	14	
5	0	37	43	47	
43	31	0	16	33	
41	46	16	6	5	
0	0	30	25	10	
25	9	5	0	0	
0	0	9	10	7	
21	5	9	8	12	
8	0	16	18	0	
0	41	32	17	41	
0	17	0	14	20	
20	11	39	0	15	
44	0	25	0	14	
16	13	0	25	5	
8	48	0	0	39	
25	0	40	0	49	
0	15	43	14	23	
13	10	51	6	12	
7	23	12	40	54	
52	0	39	17	20	
30	49	11	0	0	
0	54	11	8	0	
47	12	20	0	0	
6	0	49	0	50	
0	33	20	0	32	
55	54	25	17	0	
19	38	22	0	10	
0	23	0	0	0	
38	13	0	36	25	
42	20	8	0	0	
16	0	8	11	49	
