30
15
5
11
6000
406	531
406	556
407	638
418	711
467	795
469	890
475	902
482	937
487	951
493	952
504	971
164.1	205.0	139	1.0	584	2220	60000.0	6.0	115	1.0	495	3060	60000.0	6.0	107	4.0	543	3510	60000.0	6.0	137	3.0	608	3000	20000.0	2.0	134	2.0	716	3360	60000.0	6.0
958.3	519.2	50	15	7.0	296	84.0	0	8.0	330	64.0	34	8.0	712	88.0	13	9.0	348	72.0	20	7.0	640	70.0
105.3	439.9	50	0	6.0	656	72.0	13	10.0	336	80.0	45	10.0	280	90.0	36	6.0	570	66.0	53	8.0	336	96.0
953.9	253.4	50	0	7.0	338	84.0	11	7.0	652	63.0	24	9.0	292	81.0	31	9.0	760	72.0	8	6.0	740	54.0
571.7	99.7	50	0	9.0	420	81.0	0	7.0	480	70.0	11	7.0	528	77.0	8	6.0	664	48.0	32	9.0	420	90.0
124.6	849.2	50	53	10.0	501	90.0	16	7.0	462	77.0	19	7.0	576	63.0	7	6.0	495	60.0	35	8.0	513	80.0
759.8	724.0	50	17	10.0	652	120.0	14	10.0	435	80.0	6	8.0	728	96.0	6	8.0	306	72.0	0	8.0	570	80.0
706.8	286.2	50	20	10.0	380	100.0	48	8.0	748	80.0	34	7.0	644	84.0	16	7.0	572	77.0	44	7.0	356	63.0
279.2	22.5	50	20	6.0	576	66.0	9	9.0	640	72.0	7	7.0	376	77.0	12	9.0	326	72.0	14	8.0	474	96.0
357.1	764.5	50	17	6.0	504	72.0	8	9.0	354	99.0	24	9.0	498	99.0	23	9.0	360	99.0	34	9.0	280	72.0
692.8	973.0	50	42	6.0	308	54.0	15	6.0	486	54.0	0	7.0	324	70.0	0	10.0	354	80.0	39	10.0	720	100.0
784.3	438.1	50	0	6.0	459	60.0	14	7.0	334	77.0	0	6.0	660	66.0	25	9.0	732	90.0	6	6.0	564	48.0
349.0	435.4	50	33	8.0	567	80.0	53	7.0	672	77.0	20	8.0	370	96.0	0	10.0	752	90.0	23	9.0	728	108.0
379.9	980.0	50	19	6.0	561	72.0	0	8.0	616	80.0	0	7.0	360	56.0	0	7.0	380	84.0	32	8.0	588	72.0
226.2	657.4	50	46	9.0	668	72.0	0	9.0	310	90.0	47	7.0	716	77.0	17	10.0	380	100.0	0	7.0	480	70.0
390.2	636.1	50	54	7.0	486	77.0	9	10.0	447	80.0	0	10.0	474	100.0	0	6.0	332	72.0	0	8.0	648	96.0
853.2	116.3	50	42	7.0	358	63.0	36	8.0	537	80.0	11	7.0	570	77.0	0	6.0	704	72.0	0	6.0	308	60.0
709.4	335.8	50	21	7.0	580	70.0	34	6.0	537	72.0	11	10.0	648	110.0	0	8.0	336	64.0	8	10.0	358	120.0
162.5	534.2	50	15	8.0	344	88.0	39	9.0	736	99.0	0	8.0	322	64.0	18	6.0	450	54.0	19	6.0	704	48.0
868.3	709.9	50	7	10.0	668	110.0	43	6.0	368	72.0	36	7.0	724	70.0	20	10.0	692	90.0	19	9.0	426	90.0
931.2	589.3	50	13	6.0	543	72.0	0	6.0	537	72.0	20	9.0	555	72.0	15	6.0	350	72.0	47	8.0	360	72.0
954.7	600.4	50	8	8.0	376	96.0	25	7.0	760	84.0	0	6.0	600	48.0	0	9.0	537	81.0	51	10.0	374	120.0
600.1	574.4	50	0	10.0	720	100.0	0	10.0	447	110.0	23	6.0	620	54.0	35	10.0	280	90.0	37	6.0	596	48.0
902.1	343.3	50	5	6.0	308	54.0	30	8.0	453	72.0	8	10.0	318	80.0	0	7.0	471	56.0	17	8.0	324	96.0
882.6	41.6	50	0	9.0	600	90.0	0	7.0	558	63.0	0	7.0	332	84.0	43	9.0	708	108.0	47	9.0	580	72.0
869.2	353.9	50	13	6.0	600	72.0	0	8.0	468	72.0	32	6.0	644	48.0	14	8.0	282	72.0	17	8.0	498	72.0
25.7	828.8	50	5	9.0	342	90.0	38	8.0	358	96.0	50	6.0	332	54.0	50	9.0	356	108.0	12	9.0	584	72.0
674.6	251.7	50	13	6.0	477	72.0	21	9.0	300	108.0	11	8.0	336	80.0	15	7.0	692	56.0	17	9.0	294	90.0
825.4	429.3	50	25	8.0	684	96.0	8	7.0	513	77.0	0	8.0	561	80.0	49	7.0	342	63.0	47	10.0	570	80.0
830.5	805.5	50	0	9.0	429	90.0	17	7.0	312	63.0	55	8.0	534	88.0	18	7.0	368	77.0	45	6.0	320	66.0
314.7	339.4	50	42	9.0	528	72.0	23	10.0	740	110.0	0	10.0	588	90.0	20	8.0	438	96.0	0	10.0	486	100.0
15	35	0	0	20	14	0	21	18	20	40	18	47	12	54	
0	13	52	53	6	12	13	41	0	17	20	45	25	13	45	
0	21	25	24	0	0	53	0	7	6	17	25	0	0	32	
0	0	6	0	16	18	11	48	44	37	0	34	0	15	23	
53	11	44	0	54	31	0	24	9	0	10	24	16	20	0	
17	0	0	20	7	14	55	13	21	42	6	11	25	0	0	
20	15	21	0	13	0	23	18	53	49	50	0	34	55	35	
20	0	19	25	0	24	0	21	23	42	8	18	16	10	0	
17	7	12	14	0	0	0	14	20	19	0	0	0	8	0	
42	25	50	0	0	25	16	40	52	8	16	0	41	5	45	
0	18	17	40	0	8	0	0	6	20	23	19	20	18	7	
33	25	50	41	36	9	9	0	7	7	24	51	0	10	10	
19	0	0	54	0	5	20	21	25	18	17	7	0	18	30	
46	7	0	21	0	19	13	19	45	18	51	0	25	51	0	
54	21	0	7	22	8	0	0	38	9	46	9	24	0	44	
42	9	40	23	18	0	0	38	10	0	11	31	0	19	30	
21	9	10	7	50	21	0	53	23	13	19	0	46	18	24	
15	16	13	25	52	5	22	55	52	13	20	0	12	0	0	
7	36	55	37	0	18	0	25	0	0	9	47	38	20	20	
13	0	11	0	0	24	10	0	7	23	18	0	54	0	10	
8	30	33	35	16	37	13	48	34	0	17	0	0	17	0	
0	5	6	9	22	35	45	0	20	41	0	33	0	23	38	
5	17	17	0	0	10	10	55	52	52	40	8	23	13	8	
0	36	54	0	14	0	0	14	6	41	51	23	11	33	20	
13	0	43	0	16	24	0	33	0	18	0	0	14	52	25	
5	38	5	14	14	10	20	0	16	20	43	30	0	51	8	
13	39	0	41	20	8	10	20	50	0	38	22	40	0	10	
25	38	10	40	13	35	10	34	0	32	8	5	21	48	24	
0	0	0	16	48	21	0	23	0	0	21	0	11	12	0	
42	0	35	0	0	8	9	23	25	0	10	23	16	6	11	
0	10	55	13	0	8	0	7	13	22	0	44	16	19	43	
13	18	39	10	30	22	52	21	0	15	0	18	15	10	8	
11	50	0	35	14	16	0	14	0	19	19	22	24	5	9	
0	9	48	6	14	32	6	33	11	33	8	0	15	32	30	
16	33	40	9	0	12	16	48	14	12	22	31	0	20	13	
14	0	25	14	50	0	0	48	23	19	33	11	0	0	0	
48	0	8	24	13	0	18	0	55	16	44	51	23	22	22	
9	13	12	0	0	0	0	49	45	20	52	0	24	44	5	
8	37	8	25	17	0	16	7	46	7	17	0	41	0	35	
15	54	42	16	20	8	32	35	23	0	9	0	23	17	0	
14	32	50	20	19	7	19	0	0	0	0	23	9	0	54	
53	46	7	32	0	16	6	31	0	14	6	0	14	18	10	
0	12	16	0	11	9	22	11	0	0	0	7	23	10	0	
0	0	22	49	34	20	18	24	18	0	21	23	15	19	8	
9	0	44	11	24	0	0	0	5	44	24	42	0	7	21	
36	40	30	14	6	24	53	55	30	17	8	18	0	0	0	
34	0	41	5	13	33	18	0	17	20	11	0	0	15	49	
39	33	12	24	9	37	17	8	24	55	16	5	48	50	45	
43	19	23	45	0	0	0	0	0	45	15	0	22	14	5	
0	37	6	51	33	0	10	0	53	34	31	9	38	52	8	
25	21	6	33	21	5	35	47	51	25	24	18	10	0	0	
0	54	0	22	15	0	12	0	12	45	0	14	0	19	25	
30	15	11	41	0	52	0	23	10	31	0	25	0	17	20	
0	0	0	51	0	14	13	34	38	0	12	7	0	22	41	
0	7	6	17	0	53	48	39	12	19	16	20	31	31	11	
38	0	54	33	0	8	6	21	8	16	10	31	14	16	50	
21	0	19	35	0	11	35	44	25	0	14	11	43	48	49	
8	19	32	50	0	16	42	14	23	10	35	0	43	53	16	
17	15	23	31	48	25	0	17	9	19	17	0	21	0	41	
23	8	0	0	0	40	0	7	12	41	6	8	13	10	22	
34	11	17	9	8	0	34	19	35	0	0	0	0	48	15	
45	0	39	19	9	0	25	53	0	0	55	0	24	0	0	
24	23	12	37	22	41	0	23	0	9	11	36	14	0	20	
11	24	21	18	16	38	10	0	0	0	0	14	8	16	0	
19	12	37	21	24	0	47	0	43	23	18	16	21	14	11	
6	18	17	14	39	24	31	31	35	9	22	47	20	21	5	
34	50	0	0	17	24	6	52	32	20	0	53	0	14	0	
7	0	7	0	7	0	9	48	51	25	48	0	0	0	22	
24	10	35	39	34	0	17	18	10	14	0	0	18	6	0	
0	18	48	0	54	0	11	24	5	38	7	10	21	21	32	
0	0	14	47	5	19	0	34	31	43	12	54	7	0	54	
20	14	47	54	0	6	17	15	9	0	0	5	19	0	23	
0	0	0	11	39	0	15	20	24	42	23	33	24	25	23	
