20
5
5
9
6000
333	597
352	645
366	695
373	751
376	773
378	784
380	838
382	857
395	883
638.9	174.2	130	2.0	362	1260	30000.0	3.0	102	4.0	696	1760	70000.0	7.0	129	4.0	284	1480	80000.0	8.0	145	3.0	374	1620	30000.0	3.0	110	2.0	483	2240	20000.0	2.0
600.4	245.1	50	8	8.0	604	80.0	0	9.0	420	72.0	25	9.0	708	99.0	6	9.0	510	99.0	30	8.0	282	88.0
940.6	449.8	50	15	9.0	435	99.0	15	7.0	600	63.0	50	10.0	326	110.0	55	9.0	558	108.0	0	7.0	525	56.0
750.0	554.0	50	8	9.0	423	81.0	9	7.0	480	63.0	51	7.0	344	70.0	7	6.0	495	60.0	15	6.0	612	60.0
463.0	238.1	50	16	9.0	549	81.0	44	8.0	507	80.0	11	9.0	366	108.0	40	10.0	435	120.0	23	10.0	604	110.0
654.7	876.6	50	32	6.0	346	48.0	0	7.0	608	63.0	5	6.0	480	72.0	51	7.0	510	56.0	9	6.0	465	72.0
772.0	669.8	50	34	6.0	560	66.0	17	10.0	280	80.0	0	6.0	450	48.0	47	10.0	360	110.0	18	8.0	572	72.0
948.8	386.9	50	0	6.0	744	48.0	23	7.0	720	70.0	21	9.0	564	99.0	22	7.0	736	63.0	13	8.0	438	88.0
650.7	254.3	50	10	7.0	292	84.0	0	9.0	576	108.0	47	6.0	540	66.0	13	6.0	537	60.0	0	7.0	555	84.0
338.0	248.0	50	33	10.0	534	100.0	51	10.0	344	100.0	6	9.0	310	72.0	43	6.0	592	48.0	0	10.0	360	120.0
222.0	572.0	50	0	8.0	342	80.0	11	8.0	320	64.0	8	7.0	280	77.0	8	6.0	516	60.0	12	10.0	306	110.0
174.4	120.3	50	0	8.0	441	88.0	8	10.0	620	80.0	0	6.0	304	72.0	33	9.0	336	90.0	0	6.0	334	48.0
352.2	262.1	50	54	6.0	628	48.0	39	10.0	459	120.0	11	6.0	580	66.0	13	10.0	516	120.0	41	7.0	510	77.0
16.3	57.3	50	12	10.0	568	80.0	38	8.0	344	64.0	0	8.0	580	72.0	0	9.0	459	72.0	17	8.0	450	96.0
99.7	302.0	50	53	7.0	310	84.0	13	8.0	552	96.0	6	6.0	604	54.0	20	7.0	560	56.0	0	9.0	354	90.0
92.5	525.8	50	39	7.0	378	63.0	8	7.0	308	84.0	7	8.0	676	64.0	0	6.0	432	72.0	47	6.0	592	48.0
450.9	443.5	50	0	9.0	756	99.0	37	8.0	660	72.0	12	8.0	507	72.0	13	8.0	688	88.0	0	10.0	648	90.0
922.0	58.2	50	12	6.0	340	54.0	19	10.0	510	100.0	0	6.0	447	66.0	0	7.0	444	70.0	5	10.0	471	80.0
336.1	61.4	50	25	7.0	280	70.0	53	9.0	420	99.0	37	10.0	549	100.0	20	6.0	318	54.0	37	6.0	316	54.0
483.9	286.3	50	40	7.0	543	56.0	25	7.0	740	56.0	12	10.0	660	120.0	0	6.0	346	72.0	0	6.0	708	60.0
533.6	468.5	50	45	8.0	483	80.0	7	6.0	372	60.0	0	7.0	720	56.0	16	9.0	286	99.0	0	10.0	656	90.0
8	11	19	13	7	
15	39	14	0	0	
8	21	19	25	0	
16	15	25	0	33	
32	47	0	0	22	
34	0	0	35	13	
0	22	18	0	51	
10	23	46	24	45	
33	7	37	20	0	
0	7	25	12	13	
0	19	7	15	8	
54	0	11	39	24	
12	20	0	15	13	
53	6	13	53	5	
39	0	23	51	18	
0	20	0	15	0	
12	15	22	21	48	
25	54	50	12	35	
40	0	0	13	23	
45	0	40	47	0	
0	7	0	0	11	
15	20	49	13	0	
9	8	0	12	30	
44	8	12	31	18	
0	7	7	40	47	
17	50	23	15	12	
23	0	6	12	0	
0	25	9	16	39	
51	16	0	45	0	
11	47	5	22	0	
8	41	20	41	0	
39	0	14	0	6	
38	8	50	35	13	
13	30	0	45	24	
8	33	47	0	54	
37	52	8	0	50	
19	10	47	32	20	
53	14	18	0	13	
25	11	8	13	0	
7	13	10	52	6	
25	0	16	0	43	
50	19	0	5	30	
51	24	5	0	6	
11	5	37	13	11	
5	23	25	31	14	
0	7	6	0	7	
21	25	9	0	37	
47	31	42	9	10	
6	37	20	0	37	
8	32	9	0	0	
0	37	0	52	10	
11	14	54	20	24	
0	0	0	51	45	
6	13	0	53	0	
7	17	0	0	0	
12	6	21	8	33	
0	0	14	0	22	
37	0	44	55	50	
12	25	12	42	34	
0	21	20	15	41	
6	0	15	6	33	
55	22	55	0	9	
7	51	37	17	10	
40	9	25	22	20	
51	0	48	37	20	
47	0	44	9	6	
22	6	0	5	25	
13	7	38	0	6	
43	31	49	0	16	
8	0	14	34	0	
33	24	0	25	0	
13	18	9	16	55	
0	53	10	39	17	
20	10	50	49	25	
0	50	31	14	13	
13	14	0	24	0	
0	18	7	11	17	
20	24	0	50	9	
0	5	8	17	0	
16	25	23	0	52	
30	34	6	17	16	
0	47	55	18	0	
15	11	0	25	24	
23	0	0	55	23	
9	24	0	31	39	
18	5	0	0	39	
13	0	19	10	0	
0	12	36	0	18	
0	0	0	40	11	
12	48	17	6	0	
0	16	0	36	0	
41	19	50	20	40	
17	49	54	5	0	
0	0	52	11	8	
47	13	0	0	50	
0	0	7	12	13	
5	17	32	10	10	
37	8	45	0	22	
0	12	7	15	16	
0	0	22	19	11	
