50
15
5
11
6000
669	547
718	559
725	578
731	626
748	679
790	699
795	806
811	817
811	938
824	938
834	950
725.9	195.1	120	1.0	576	4000	80000.0	8.0	129	3.0	692	4100	20000.0	2.0	130	4.0	696	6650	40000.0	4.0	121	2.0	441	4850	50000.0	5.0	141	4.0	596	2800	50000.0	5.0
344.5	699.5	50	24	9.0	480	81.0	10	8.0	477	88.0	0	10.0	453	110.0	0	8.0	300	80.0	23	8.0	632	64.0
73.2	885.5	50	19	6.0	483	54.0	8	9.0	692	99.0	0	9.0	534	90.0	6	7.0	752	63.0	0	8.0	652	96.0
918.4	207.9	50	21	6.0	608	54.0	12	6.0	608	60.0	12	10.0	372	100.0	0	10.0	692	120.0	0	9.0	432	108.0
857.6	510.3	50	14	8.0	592	64.0	0	8.0	322	88.0	30	7.0	540	56.0	13	7.0	708	63.0	44	8.0	522	88.0
998.9	984.6	50	32	9.0	342	90.0	41	7.0	712	63.0	36	6.0	540	60.0	16	6.0	376	48.0	30	7.0	531	63.0
397.0	284.0	50	33	10.0	314	100.0	0	10.0	584	80.0	20	10.0	444	80.0	49	8.0	648	72.0	35	7.0	564	70.0
998.5	818.0	50	6	8.0	334	96.0	7	9.0	736	90.0	19	10.0	640	110.0	33	7.0	596	56.0	0	9.0	376	99.0
115.9	245.3	50	6	8.0	664	96.0	0	7.0	522	77.0	5	6.0	444	54.0	0	8.0	567	64.0	6	10.0	744	90.0
160.6	43.2	50	10	8.0	453	80.0	16	9.0	652	72.0	11	6.0	656	60.0	0	7.0	756	70.0	8	8.0	304	96.0
952.1	694.0	50	54	10.0	332	120.0	23	9.0	708	99.0	6	7.0	612	63.0	0	10.0	560	80.0	0	7.0	344	77.0
987.5	555.8	50	6	8.0	471	88.0	20	10.0	346	100.0	0	8.0	504	88.0	23	9.0	334	99.0	20	7.0	462	84.0
98.3	606.9	50	23	8.0	374	64.0	12	9.0	534	99.0	16	7.0	736	70.0	15	7.0	680	77.0	20	9.0	596	72.0
515.9	6.6	50	20	8.0	352	80.0	44	7.0	592	77.0	34	10.0	310	110.0	30	6.0	561	54.0	51	8.0	688	88.0
347.1	546.4	50	35	7.0	519	70.0	7	7.0	332	70.0	48	6.0	318	72.0	52	9.0	636	90.0	0	8.0	740	80.0
280.2	920.4	50	37	7.0	378	70.0	0	9.0	552	72.0	0	6.0	280	48.0	18	6.0	652	48.0	12	9.0	688	90.0
867.7	290.7	50	7	9.0	744	72.0	15	7.0	636	56.0	19	6.0	441	66.0	10	8.0	312	96.0	31	6.0	516	54.0
357.2	508.6	50	36	7.0	513	63.0	42	7.0	498	84.0	44	9.0	522	90.0	0	8.0	374	80.0	17	9.0	522	99.0
319.3	112.9	50	9	9.0	346	108.0	23	9.0	628	99.0	8	6.0	292	48.0	15	8.0	462	96.0	13	6.0	604	48.0
129.5	626.5	50	11	8.0	350	72.0	10	10.0	576	110.0	0	8.0	374	80.0	7	9.0	486	90.0	14	7.0	616	63.0
277.0	622.3	50	35	9.0	441	72.0	21	8.0	352	72.0	18	9.0	462	108.0	13	6.0	312	48.0	0	9.0	636	81.0
359.1	44.1	50	17	6.0	543	54.0	11	9.0	760	99.0	19	7.0	312	63.0	7	10.0	492	110.0	0	6.0	543	66.0
694.8	295.6	50	0	9.0	356	81.0	14	9.0	664	99.0	16	10.0	302	120.0	0	8.0	426	80.0	12	6.0	300	54.0
219.8	317.9	50	0	6.0	708	54.0	0	7.0	453	70.0	14	6.0	368	66.0	9	7.0	668	56.0	20	7.0	708	63.0
135.5	775.7	50	0	7.0	350	70.0	9	6.0	328	54.0	48	10.0	352	120.0	15	9.0	752	108.0	10	6.0	450	54.0
875.9	558.5	50	48	8.0	692	96.0	0	6.0	728	66.0	11	8.0	580	88.0	0	10.0	680	120.0	5	10.0	688	120.0
791.1	331.2	50	0	8.0	648	64.0	7	7.0	513	77.0	25	8.0	492	88.0	52	8.0	664	72.0	24	9.0	728	90.0
643.2	633.1	50	0	10.0	322	90.0	52	6.0	564	54.0	17	6.0	302	66.0	25	6.0	328	66.0	48	7.0	346	63.0
231.0	758.3	50	19	9.0	308	90.0	5	9.0	444	72.0	16	10.0	696	90.0	6	9.0	328	72.0	0	7.0	528	63.0
313.6	170.2	50	11	10.0	366	120.0	14	8.0	570	96.0	43	6.0	525	48.0	21	9.0	306	99.0	0	8.0	644	64.0
454.1	540.5	50	6	6.0	572	66.0	0	10.0	592	100.0	17	6.0	477	54.0	49	10.0	612	80.0	0	10.0	572	120.0
8.7	575.1	50	18	6.0	280	60.0	0	9.0	708	81.0	23	9.0	596	81.0	8	8.0	340	72.0	12	8.0	537	72.0
448.0	678.8	50	19	10.0	720	100.0	10	10.0	292	100.0	53	10.0	338	80.0	55	9.0	324	99.0	0	8.0	596	64.0
564.8	138.4	50	37	9.0	752	99.0	0	8.0	354	72.0	16	7.0	342	84.0	0	10.0	426	90.0	0	10.0	522	110.0
960.4	81.2	50	0	10.0	480	90.0	0	8.0	546	72.0	46	6.0	696	66.0	0	6.0	648	66.0	0	9.0	320	81.0
196.5	267.6	50	38	6.0	346	48.0	19	10.0	352	100.0	15	6.0	471	48.0	0	6.0	732	66.0	35	9.0	352	72.0
575.6	179.9	50	0	9.0	546	108.0	0	8.0	724	80.0	32	6.0	340	66.0	33	10.0	459	100.0	0	10.0	724	80.0
703.0	835.0	50	21	6.0	332	72.0	16	9.0	364	90.0	17	9.0	280	90.0	23	8.0	294	88.0	42	10.0	624	90.0
450.0	946.4	50	0	6.0	592	72.0	21	7.0	537	77.0	51	6.0	423	60.0	10	9.0	558	90.0	5	8.0	456	72.0
919.1	231.3	50	17	8.0	513	72.0	23	8.0	465	72.0	14	6.0	284	48.0	23	9.0	744	108.0	9	10.0	370	120.0
100.6	358.1	50	11	9.0	364	99.0	53	7.0	704	63.0	0	8.0	628	88.0	19	7.0	624	70.0	33	9.0	340	81.0
774.1	107.6	50	25	8.0	429	64.0	10	7.0	620	63.0	0	8.0	340	80.0	25	9.0	600	108.0	18	7.0	483	84.0
369.8	9.0	50	6	9.0	688	90.0	19	10.0	288	90.0	24	7.0	510	63.0	42	9.0	612	108.0	15	9.0	284	72.0
382.0	394.6	50	0	10.0	426	100.0	49	10.0	652	80.0	21	9.0	748	72.0	18	8.0	696	64.0	6	9.0	453	72.0
113.1	144.1	50	0	6.0	380	72.0	48	7.0	441	84.0	17	6.0	338	54.0	34	9.0	340	90.0	15	8.0	537	64.0
194.8	394.9	50	7	7.0	296	77.0	7	10.0	318	80.0	0	9.0	568	108.0	42	9.0	552	72.0	46	10.0	660	100.0
171.8	189.0	50	47	7.0	672	63.0	31	9.0	668	99.0	0	9.0	322	81.0	15	9.0	652	72.0	55	10.0	568	90.0
195.6	879.7	50	0	6.0	465	54.0	53	6.0	364	54.0	18	8.0	340	72.0	37	10.0	368	120.0	45	6.0	450	66.0
236.2	494.4	50	0	8.0	368	64.0	10	7.0	664	77.0	7	8.0	720	96.0	12	7.0	310	63.0	0	8.0	555	96.0
842.4	195.5	50	5	8.0	504	72.0	24	10.0	760	120.0	11	9.0	716	90.0	0	7.0	474	84.0	8	7.0	756	63.0
553.9	792.4	50	0	9.0	696	72.0	24	9.0	477	108.0	0	6.0	628	72.0	53	6.0	656	72.0	39	6.0	584	60.0
24	13	11	22	14	0	0	23	0	15	12	42	0	15	40	
19	36	43	0	10	46	9	0	0	15	9	0	13	7	15	
21	0	0	6	21	0	19	15	0	0	22	51	18	16	35	
14	47	43	22	0	46	20	18	38	20	18	7	15	46	22	
32	0	0	21	18	19	13	42	0	0	44	0	7	37	54	
33	34	11	6	44	5	25	7	41	9	13	17	0	23	25	
6	17	14	40	0	0	9	22	20	23	0	25	13	0	10	
6	16	24	52	54	0	9	42	53	33	0	40	38	0	9	
10	24	5	16	42	10	0	17	35	0	53	24	6	19	42	
54	0	9	0	15	0	24	11	18	49	41	8	23	18	0	
6	0	39	0	0	14	10	41	20	50	21	25	0	11	46	
23	21	33	45	0	0	7	41	20	0	8	55	47	16	45	
20	0	30	6	38	0	45	20	9	18	23	20	51	38	0	
35	0	24	19	0	9	50	6	5	5	6	0	17	0	0	
37	0	8	37	37	35	22	10	50	0	50	0	35	24	12	
7	32	0	0	9	0	38	39	0	5	44	39	10	0	11	
36	23	0	13	19	19	17	30	5	13	14	16	12	23	0	
9	17	54	49	45	15	6	14	13	43	0	31	19	21	53	
11	13	10	35	0	18	14	18	14	22	20	6	0	18	33	
35	19	10	11	0	15	37	0	17	53	18	21	0	7	0	
17	50	13	36	19	14	0	12	13	7	20	15	19	22	50	
0	9	31	0	24	38	16	24	20	30	14	17	0	9	22	
0	0	52	33	16	42	48	0	14	34	34	30	0	0	12	
0	0	0	0	0	23	24	0	11	23	23	21	0	10	6	
48	0	0	0	21	0	30	5	15	9	0	7	42	23	0	
0	33	0	36	45	22	33	0	0	0	45	24	18	36	32	
0	12	43	22	22	23	0	45	36	9	17	41	35	0	0	
19	12	0	22	0	0	39	23	0	0	6	0	20	24	0	
11	48	0	24	16	0	52	54	44	35	0	51	45	24	31	
6	11	23	0	13	30	18	0	42	12	21	5	52	7	7	
18	17	0	11	14	22	41	7	0	0	18	7	0	43	10	
19	18	0	18	7	16	36	24	15	55	21	0	39	50	11	
37	23	50	0	44	14	12	0	0	0	37	0	34	11	20	
0	7	0	33	41	17	11	11	9	0	0	0	21	52	11	
38	17	16	0	42	0	11	37	32	5	19	21	0	17	16	
0	42	11	43	32	15	19	13	0	25	30	23	0	34	35	
21	51	0	18	0	0	51	34	48	24	0	0	16	18	17	
0	48	5	11	0	15	24	5	23	0	12	34	0	24	6	
17	20	52	0	22	23	0	18	0	0	12	19	7	39	0	
11	33	13	9	17	52	0	21	0	48	24	14	0	19	0	
25	22	53	0	7	39	17	33	48	40	15	22	0	18	25	
6	43	9	32	48	17	0	5	0	18	0	0	23	0	0	
0	31	50	16	17	0	8	0	48	43	6	17	25	37	0	
0	0	0	35	52	18	51	17	0	0	0	15	5	21	17	
7	48	16	54	0	38	20	14	43	0	0	12	25	0	18	
47	11	23	35	20	55	20	0	0	24	0	43	39	14	9	
0	12	14	0	46	19	6	42	0	0	55	0	15	19	0	
0	0	18	0	19	14	0	0	6	8	12	0	10	11	0	
5	15	0	11	55	0	12	0	47	12	20	18	0	50	46	
0	0	0	43	38	0	25	7	0	24	52	48	19	0	14	
10	0	44	10	16	24	12	6	23	0	24	10	19	0	25	
8	31	43	9	25	20	6	23	20	53	50	18	0	10	0	
12	37	7	15	13	54	21	16	11	36	42	23	34	52	8	
0	23	6	48	19	30	12	0	13	0	16	21	15	14	0	
41	0	17	0	0	42	0	13	31	9	0	41	11	5	17	
0	0	19	18	49	0	7	0	22	23	46	12	31	34	38	
7	20	46	7	18	0	48	14	51	11	42	11	5	18	45	
0	0	36	0	11	50	41	22	36	0	0	5	22	0	10	
16	32	50	14	0	0	11	40	24	33	43	30	0	13	45	
23	16	52	0	43	25	11	54	0	19	0	12	18	15	24	
20	0	0	19	0	54	24	39	0	17	18	17	49	25	23	
12	18	24	36	34	12	15	23	13	48	0	30	7	31	20	
44	40	12	5	0	6	38	0	5	31	55	0	24	5	0	
7	0	11	23	0	46	11	12	0	16	12	53	5	0	17	
0	0	51	5	9	16	0	10	8	18	0	0	11	38	46	
15	6	16	25	12	0	25	34	12	0	8	7	0	0	22	
42	39	13	23	19	24	42	6	50	33	40	47	20	16	0	
23	8	0	24	18	0	52	22	38	0	0	31	32	42	16	
10	33	10	41	0	52	0	22	15	18	7	0	0	19	50	
21	14	0	17	32	15	15	19	52	24	7	0	0	24	0	
11	53	10	19	25	25	7	45	0	13	0	10	0	43	49	
14	7	0	6	0	41	20	33	37	0	6	13	8	13	45	
0	18	8	0	0	0	31	53	0	0	0	52	0	0	5	
9	12	19	37	32	0	10	9	22	37	37	0	15	0	0	
0	13	13	35	39	38	9	6	24	40	0	0	0	8	40	
7	5	24	15	23	0	15	21	20	0	9	0	20	17	9	
52	0	50	0	23	0	0	8	25	50	25	0	9	16	7	
5	24	19	10	0	15	7	22	0	0	10	11	34	21	0	
14	35	8	0	14	50	0	24	7	19	31	15	40	18	45	
0	0	17	0	0	21	21	35	0	0	45	0	24	24	47	
0	11	42	0	22	36	0	19	0	18	42	35	35	0	15	
10	32	0	0	21	0	0	20	0	0	37	12	0	24	11	
0	9	12	23	17	22	42	14	13	0	52	30	8	55	51	
0	21	17	11	0	39	35	0	45	0	9	0	0	44	10	
19	17	34	0	22	40	31	0	0	12	40	41	9	13	0	
0	0	14	0	0	50	16	49	36	0	0	7	15	8	16	
16	51	11	0	38	18	19	23	52	0	0	0	49	0	0	
21	6	42	19	11	16	16	0	49	14	30	15	5	41	0	
23	0	24	0	10	36	10	51	30	47	25	7	8	11	0	
53	50	34	0	25	11	10	15	34	37	0	0	53	8	0	
10	38	54	14	11	44	39	52	41	23	31	49	0	0	23	
19	21	0	15	20	0	15	52	53	35	5	0	25	0	0	
49	5	24	10	23	14	19	15	17	24	22	22	7	0	23	
48	14	12	11	11	23	6	53	7	6	15	44	18	0	0	
7	10	0	20	21	9	0	11	48	0	6	55	0	5	47	
31	35	18	49	50	0	0	25	0	7	6	18	13	49	0	
53	46	14	19	6	23	0	13	34	0	37	0	42	13	0	
10	0	0	0	30	37	47	5	17	36	52	18	36	46	0	
24	54	24	50	20	0	20	20	5	7	42	13	0	35	35	
24	0	23	0	33	11	48	0	11	36	32	37	0	16	17	
0	19	9	21	0	0	20	0	12	16	14	5	48	16	47	
0	0	16	0	0	6	35	47	21	9	14	0	48	12	0	
12	20	13	36	51	11	25	0	34	10	24	12	51	11	25	
30	25	47	0	20	0	15	34	19	16	0	0	0	20	6	
36	0	25	0	49	42	0	17	31	6	5	8	23	7	0	
20	22	0	20	30	15	50	5	43	15	44	49	50	14	21	
19	24	10	0	25	38	15	10	0	44	31	47	18	0	21	
5	0	35	23	9	8	36	0	0	9	0	16	23	5	21	
11	0	0	47	22	0	0	7	12	7	8	15	19	51	48	
6	42	0	14	25	0	6	16	0	49	10	24	38	19	10	
0	24	19	24	19	17	48	40	0	55	25	42	0	0	40	
16	24	25	19	39	6	45	0	5	47	0	50	36	9	12	
34	23	47	52	12	25	35	0	20	47	21	12	34	18	19	
48	0	14	20	13	0	34	49	52	15	11	0	50	10	0	
0	17	21	14	20	13	40	18	0	0	20	0	13	22	0	
19	24	43	46	20	35	5	25	0	8	12	7	0	34	51	
44	11	16	0	0	8	18	35	21	23	10	44	0	54	55	
8	11	23	14	12	0	21	43	22	51	31	0	12	17	35	
