20
10
4
11
6000
206	592
207	600
209	659
212	739
213	754
213	784
214	800
220	804
235	906
245	924
245	929
337.2	241.9	144	5.0	426	1260	80000.0	8.0	147	1.0	326	2520	80000.0	8.0	143	1.0	362	2120	60000.0	6.0	101	2.0	300	1440	30000.0	3.0
240.8	586.8	50	0	7.0	450	84.0	54	8.0	522	96.0	0	10.0	522	90.0	9	7.0	510	56.0
836.7	343.9	50	9	8.0	748	96.0	0	8.0	288	96.0	12	7.0	528	77.0	0	6.0	712	72.0
39.8	522.0	50	37	7.0	644	77.0	11	7.0	444	77.0	12	7.0	588	84.0	0	10.0	438	120.0
366.5	340.9	50	13	9.0	328	72.0	17	8.0	441	96.0	5	10.0	510	90.0	0	8.0	668	80.0
541.9	145.1	50	0	8.0	652	64.0	24	7.0	318	77.0	10	9.0	441	72.0	17	10.0	534	90.0
173.7	613.8	50	0	9.0	447	81.0	31	7.0	468	63.0	41	9.0	322	72.0	54	10.0	588	90.0
816.4	727.7	50	24	6.0	328	54.0	31	6.0	334	54.0	22	7.0	616	56.0	6	7.0	549	70.0
505.1	912.6	50	34	6.0	513	48.0	13	7.0	432	70.0	10	8.0	568	88.0	21	8.0	522	64.0
837.0	166.4	50	55	10.0	495	90.0	48	6.0	288	48.0	6	6.0	376	66.0	42	6.0	342	72.0
637.4	269.8	50	35	7.0	292	56.0	13	7.0	616	77.0	7	8.0	286	96.0	0	8.0	696	96.0
907.2	388.1	50	22	7.0	306	84.0	16	10.0	300	80.0	11	8.0	296	64.0	32	6.0	340	48.0
500.9	5.2	50	17	10.0	296	80.0	19	6.0	447	72.0	5	8.0	477	72.0	0	8.0	290	96.0
149.7	558.8	50	0	10.0	510	90.0	0	9.0	306	90.0	18	9.0	748	99.0	35	9.0	310	72.0
97.5	78.9	50	5	8.0	620	64.0	18	8.0	528	88.0	13	7.0	516	70.0	23	10.0	324	100.0
773.3	830.8	50	0	10.0	580	120.0	9	8.0	504	72.0	35	9.0	564	90.0	53	9.0	596	81.0
647.2	704.2	50	16	8.0	760	88.0	53	10.0	744	90.0	0	10.0	498	120.0	43	7.0	316	84.0
221.8	670.7	50	0	10.0	477	120.0	5	8.0	592	80.0	31	7.0	504	84.0	0	9.0	447	108.0
591.8	440.6	50	21	10.0	356	90.0	0	9.0	660	108.0	13	7.0	620	63.0	15	7.0	636	70.0
519.4	565.0	50	7	6.0	507	54.0	41	6.0	540	72.0	23	7.0	700	77.0	9	10.0	576	120.0
103.7	699.7	50	6	8.0	334	96.0	7	8.0	282	64.0	25	8.0	480	96.0	0	6.0	567	54.0
0	24	25	20	37	0	6	15	5	0	
9	18	11	12	0	5	21	0	10	44	
37	0	14	6	10	39	10	36	0	9	
13	18	54	9	17	43	0	0	10	0	
0	0	0	8	5	0	0	25	0	24	
0	0	32	15	20	11	16	10	40	31	
24	18	55	14	6	23	19	0	0	22	
34	14	17	0	33	5	42	11	32	12	
55	9	8	21	10	0	41	25	0	21	
35	39	22	9	0	8	15	24	22	0	
22	6	0	23	23	14	0	0	7	0	
17	0	39	18	44	0	31	17	0	11	
0	55	14	24	23	12	9	0	16	23	
5	47	20	15	42	8	0	0	53	20	
0	16	49	25	24	54	14	40	0	25	
16	17	21	14	0	13	11	22	0	0	
0	14	11	15	8	45	0	9	5	39	
21	55	46	42	21	32	7	49	0	9	
7	23	0	17	10	0	17	0	18	45	
6	10	20	22	19	52	46	24	0	17	
54	9	23	0	0	42	0	22	25	16	
0	52	24	0	0	0	8	44	22	0	
11	0	0	35	5	33	51	55	20	31	
17	24	0	8	52	0	19	0	0	31	
24	0	18	12	24	48	6	0	12	20	
31	18	21	24	25	46	48	15	12	55	
31	50	30	10	0	0	15	23	0	0	
13	49	9	15	41	12	41	15	21	10	
48	5	20	0	10	53	5	0	7	0	
13	22	0	11	0	9	7	20	0	44	
16	0	11	14	52	16	12	49	0	22	
19	0	0	0	18	55	41	25	19	18	
0	40	5	42	20	20	0	14	19	55	
18	7	9	0	9	0	20	0	10	0	
9	21	7	21	0	14	0	38	15	24	
53	19	54	22	12	0	0	22	52	18	
5	20	12	20	0	0	23	34	0	51	
0	14	5	21	6	32	49	49	21	9	
41	19	7	10	43	19	18	9	0	9	
7	15	10	0	19	5	40	36	55	25	
0	50	21	5	45	13	21	5	22	39	
12	21	19	0	42	0	38	11	20	0	
12	9	23	42	19	13	0	22	24	54	
5	9	46	19	22	30	0	0	30	0	
10	35	19	0	20	5	34	15	0	21	
41	18	21	0	21	25	0	0	18	0	
22	41	0	19	42	13	17	33	36	17	
10	52	0	43	33	8	0	42	44	25	
6	0	16	0	32	22	32	0	25	25	
7	0	12	14	9	46	48	52	45	31	
11	14	10	5	19	30	48	21	0	46	
5	19	18	14	0	0	18	0	12	10	
18	14	5	32	30	5	0	23	10	35	
13	0	5	43	53	39	11	0	6	0	
35	39	0	30	0	34	0	46	39	10	
0	15	42	21	12	0	0	11	22	0	
31	0	0	0	9	0	15	52	21	0	
13	8	0	0	49	39	0	12	0	21	
23	33	24	15	9	11	14	12	11	14	
25	13	17	34	14	51	0	45	14	16	
9	19	39	21	53	30	46	5	0	0	
0	14	0	12	10	38	40	0	0	0	
0	0	11	25	20	7	7	23	8	38	
0	18	0	18	6	9	0	23	8	0	
17	41	0	14	0	0	18	19	32	20	
54	10	0	25	32	0	15	16	13	9	
6	22	20	0	0	7	6	15	31	15	
21	9	0	44	53	20	20	13	0	13	
42	0	0	0	0	12	41	14	38	32	
0	47	25	13	22	0	0	43	5	10	
32	10	25	41	31	14	0	37	6	14	
0	9	0	23	14	14	0	0	0	40	
35	11	8	44	6	0	19	18	20	12	
23	0	25	49	0	5	49	33	0	7	
53	0	7	0	0	50	20	49	44	53	
43	43	8	0	16	0	50	8	30	0	
0	18	6	7	43	7	0	0	24	0	
15	15	19	19	34	42	55	6	19	22	
9	38	50	0	7	0	6	0	0	16	
0	0	14	20	0	41	0	0	18	15	
