20
10
4
9
6000
260	548
279	548
291	598
297	616
301	746
305	774
305	790
307	882
310	994
307.7	664.9	147	1.0	736	2760	30000.0	3.0	119	4.0	423	2140	50000.0	5.0	129	1.0	720	1020	30000.0	3.0	137	2.0	320	2780	70000.0	7.0
101.2	155.3	50	32	9.0	704	99.0	0	8.0	644	88.0	15	6.0	350	66.0	18	6.0	632	66.0
639.0	220.9	50	31	7.0	592	77.0	0	6.0	429	72.0	15	10.0	740	100.0	21	7.0	282	84.0
1.7	389.5	50	16	9.0	426	90.0	0	9.0	501	90.0	32	9.0	612	108.0	11	8.0	580	64.0
816.6	232.5	50	13	9.0	447	108.0	15	8.0	588	64.0	39	6.0	340	60.0	0	7.0	632	70.0
739.3	471.8	50	21	8.0	322	88.0	19	9.0	720	108.0	0	8.0	324	72.0	19	8.0	354	88.0
687.8	261.5	50	0	10.0	423	110.0	45	10.0	692	110.0	40	7.0	364	84.0	23	8.0	588	72.0
874.9	827.4	50	0	6.0	312	48.0	21	8.0	572	80.0	0	6.0	700	54.0	32	9.0	495	99.0
535.0	404.0	50	6	6.0	336	54.0	43	6.0	636	72.0	7	9.0	576	108.0	15	6.0	444	48.0
618.1	535.7	50	0	9.0	549	81.0	5	8.0	429	64.0	0	10.0	760	100.0	25	9.0	572	99.0
508.6	778.5	50	23	7.0	302	84.0	33	6.0	483	60.0	0	8.0	501	80.0	50	10.0	334	110.0
642.4	655.5	50	0	10.0	362	100.0	0	7.0	302	63.0	47	10.0	310	120.0	36	9.0	300	99.0
666.1	4.3	50	8	6.0	498	66.0	25	9.0	564	72.0	0	8.0	676	88.0	0	7.0	744	56.0
571.2	354.5	50	0	7.0	456	84.0	14	9.0	588	90.0	13	6.0	732	54.0	47	7.0	477	70.0
904.7	587.5	50	52	8.0	310	80.0	34	9.0	344	99.0	19	10.0	332	80.0	10	10.0	628	120.0
280.0	980.6	50	0	9.0	549	108.0	40	8.0	636	72.0	23	6.0	756	72.0	10	9.0	525	99.0
634.0	562.5	50	0	9.0	320	81.0	0	8.0	462	96.0	15	10.0	290	80.0	24	8.0	567	80.0
991.7	740.6	50	0	7.0	456	63.0	0	8.0	456	80.0	15	9.0	338	72.0	0	8.0	732	80.0
826.3	322.3	50	17	8.0	471	64.0	45	8.0	507	80.0	0	7.0	366	84.0	24	6.0	744	60.0
618.5	270.3	50	22	7.0	528	56.0	39	6.0	620	54.0	23	7.0	672	56.0	7	9.0	572	99.0
673.2	303.3	50	50	6.0	688	54.0	35	6.0	286	54.0	8	9.0	435	108.0	17	7.0	600	70.0
32	12	5	22	49	11	34	20	24	5	
31	19	24	9	21	17	22	0	18	31	
16	37	16	0	14	48	45	49	8	22	
13	55	38	0	17	13	0	47	13	0	
21	0	0	14	11	0	0	15	24	0	
0	17	0	0	9	49	6	40	13	0	
0	21	0	33	23	30	14	19	5	8	
6	0	45	47	22	16	51	50	22	14	
0	0	22	38	0	25	0	7	50	36	
23	8	15	25	34	16	48	0	0	44	
0	21	22	12	55	31	12	19	0	11	
8	10	25	14	6	25	40	37	12	0	
0	0	15	46	22	7	0	6	6	53	
52	13	24	39	15	24	42	0	12	0	
0	47	22	22	23	31	14	0	20	54	
0	0	8	0	15	0	0	52	34	20	
0	5	42	31	5	0	0	21	0	17	
17	0	9	6	0	18	33	0	21	38	
22	0	32	0	22	18	21	10	51	0	
50	42	23	52	0	14	30	18	45	32	
0	5	22	15	5	10	0	49	0	5	
0	5	41	17	0	22	0	37	19	25	
0	37	14	0	5	6	0	0	0	13	
15	0	12	41	0	18	18	0	22	0	
19	24	22	0	0	24	0	21	0	17	
45	12	0	0	8	0	25	0	0	23	
21	0	23	42	13	5	0	7	14	35	
43	0	18	23	51	0	13	0	8	12	
5	10	13	41	18	18	8	6	0	9	
33	0	10	5	40	53	19	6	21	0	
0	0	0	38	41	8	33	32	24	0	
25	21	54	0	13	45	0	13	5	45	
14	37	0	52	0	11	53	0	38	10	
34	7	44	20	47	0	51	0	53	24	
40	31	37	0	16	39	24	37	22	7	
0	31	45	25	25	5	6	21	15	34	
0	7	47	0	0	11	0	0	44	7	
45	17	0	12	49	31	48	0	37	6	
39	0	15	18	0	16	10	14	41	9	
35	47	0	0	51	17	14	18	44	7	
15	41	0	0	5	6	24	0	36	9	
15	6	16	12	24	8	0	6	37	41	
32	10	6	0	0	8	38	16	8	50	
39	32	40	46	16	19	6	16	31	5	
0	0	24	0	0	7	13	10	13	0	
40	9	19	0	30	42	23	14	0	7	
0	5	40	0	10	22	45	12	5	0	
7	20	10	7	16	19	54	5	50	23	
0	0	43	50	0	44	25	31	49	15	
0	0	0	11	0	51	22	45	51	0	
47	20	6	19	0	15	0	14	0	13	
0	0	22	11	15	49	42	15	15	9	
13	24	25	55	5	31	42	24	0	10	
19	21	41	16	0	0	14	7	8	41	
23	0	32	0	43	21	24	55	24	39	
15	13	36	6	22	0	45	16	0	11	
15	34	53	40	47	0	20	43	0	0	
0	48	10	52	43	0	48	10	0	14	
23	0	20	47	43	50	25	16	10	0	
8	10	0	49	12	48	0	16	12	24	
18	0	19	8	19	15	13	0	18	45	
